date,pct_delay,adj_close
2015-01-07,0.0005545628196438475,-0.01669433246847929
2015-01-08,0.011819009439235917,-0.0040835034327880715
2015-01-09,0.00045177672882491316,-0.019230857625077924
2015-01-12,0.0038162674145937746,-0.06470480665193823
2015-01-13,0.004955774418166991,-0.06075294046655788
2015-01-14,0.003438294605875486,-0.05017309395640135
2015-01-15,0.00021874658208465494,-0.003429044533195813
2015-01-16,0.0,-0.011706139272896765
2015-01-20,0.0,0.06759773590043383
2015-01-21,0.00036898099747862984,0.08621749008392166
2015-01-22,4.384554675396802e-05,0.11604061654123998
2015-01-23,0.0,0.05573475768817171
2015-01-26,0.0018954735443735217,0.03316573819396029
2015-01-27,0.0,-0.0519876979124525
2015-01-28,0.0013914495425609629,-0.0910396472972459
2015-01-29,0.0010261429653953017,-0.05788996645734312
2015-01-30,0.0,-0.06869055460440032
2015-02-02,0.00588423732528536,-0.03753459646531898
2015-02-03,0.0031148169446041786,-0.09073517425143063
2015-02-04,0.0006306334020364844,0.0077423676402677
2015-02-05,0.0005085607730123749,0.00387688041947043
2015-02-06,0.0,0.01573777941379162
2015-02-09,0.00010469925140035249,-0.05733378297943548
2015-02-10,0.0,-0.015570503907968547
2015-02-11,0.0,-0.011630172289823326
2015-02-12,0.00023359755812685904,0.02901330768358923
2015-02-13,0.00047271638592565746,0.007075790214775335
2015-02-17,0.006257761721207038,0.008825567396477219
2015-02-18,0.013674168690979874,0.0298664030408482
2015-02-19,0.00039762063810160005,0.028725380380817622
2015-02-20,0.0027653922040797303,0.06269496538202413
2015-02-23,0.006404259912211269,0.04055987382788051
2015-02-24,0.0016293484286026237,0.03495338091389755
2015-02-25,0.0030930920943226794,-0.02528425113688071
2015-02-26,0.006780826198362603,-0.0381991949444791
2015-02-27,0.06821629155905383,-0.07026390988707742
2015-03-02,0.00029707459699485593,-0.028553990335488444
2015-03-03,0.005317523378766579,-0.011752990900612104
2015-03-04,0.0007286638127334002,0.021920663651481487
2015-03-05,0.014607274287133407,0.0018626613321566232
2015-03-06,0.0056847384241593595,-0.01578822925923562
2015-03-09,0.0018733098666022087,-0.021041863648473935
2015-03-10,0.0,-0.03429728348443106
2015-03-11,0.007962594324336837,-0.012708243786994533
2015-03-12,0.0,0.01585968879747357
2015-03-13,1.5217457467206379e-05,0.053059721380238845
2015-03-16,0.0,0.05971704946111367
2015-03-17,0.0,0.10291720021703266
2015-03-18,0.0,0.09975608281115234
2015-03-19,0.0,0.09896463346924156
2015-03-20,0.0030270079642636728,0.03855443176336171
2015-03-23,0.010389235018305607,0.004987675482835741
2015-03-24,0.0002505441505770345,-0.0228301644131772
2015-03-25,0.002288120080541827,-0.06725245379078804
2015-03-26,0.0,-0.05753663627507466
2015-03-27,0.0,-0.023549155098993357
2015-03-30,0.0,0.03134001586488644
2015-03-31,0.0001722598931988662,0.029451905726652683
2015-04-01,0.027059055895714005,-0.042157313206957814
2015-04-02,0.0,-0.08314672652117805
2015-04-06,0.0,-0.08904880022660289
2015-04-07,0.0009624190869436985,-0.05828687666678789
