date,open,high,low,close,adj_close,volume
1/2/2019,49.25,50.16,48.880001,50.09,48.430889,5270700
1/3/2019,48.509998,48.939999,45.080002,45.610001,44.099281,18694100
1/4/2019,46.369999,48.830002,46.240002,47.790001,46.207077,11037000
1/7/2019,48,48.439999,47.130001,47.849998,46.265083,9375500
1/8/2019,48.48,48.669998,46.950001,47.470001,45.897671,8231400
1/9/2019,47.099998,48.720001,46.919998,48.470001,46.864552,8095300
1/10/2019,46.68,48.91,45.82,48.73,47.11594,11880200
1/11/2019,48.220001,48.669998,47.59,48.560001,46.951572,6577900
1/14/2019,47.57,47.900002,46.400002,47.75,46.1684,10095100
1/15/2019,47.970001,49.290001,46.849998,47.830002,46.245754,11569500
1/16/2019,48.889999,49.18,47.41,47.5,45.926674,9823000
1/17/2019,47.439999,48.57,47.32,48.220001,46.622829,7312700
1/18/2019,48.639999,48.700001,47.939999,48.110001,46.516476,7850200
1/22/2019,48.049999,48.049999,46.84,47.099998,45.539925,8144400
1/23/2019,47.290001,47.799999,46.939999,47.299999,45.733299,8099900
1/24/2019,48.259998,48.549999,47.169998,47.52,45.946014,9057200
1/25/2019,47.650002,48.150002,46.900002,47.689999,46.110386,11839200
1/28/2019,47.43,48.439999,47.330002,48.009998,46.419785,8212100
1/29/2019,48.41,48.490002,47.869999,48.220001,46.622829,7476500
1/30/2019,48.380001,50.450001,48.360001,50.27,48.604935,13005200
1/31/2019,50.07,50.41,49.09,49.43,47.792755,8287100
2/1/2019,49.630001,50.490002,49.57,49.919998,48.266521,6172900
2/4/2019,49.990002,50.400002,49.560001,50.34,48.672607,5356200
2/5/2019,50.369999,51.060001,50.02,50.540001,48.86599,8727600
2/6/2019,50.169998,50.779999,49.860001,50.52,48.846649,6228100
2/7/2019,50.34,50.669998,49.970001,50.41,48.740292,5673900
2/8/2019,50.07,50.529999,49.919998,50.470001,48.798309,4456600
2/11/2019,50.610001,51.029999,50.599998,50.610001,48.933666,6963900
2/12/2019,50.860001,51.07,49.880001,49.889999,48.237518,8301700
2/13/2019,50.049999,50.73,49.889999,50.41,48.740292,5754900
2/14/2019,50.07,50.73,49.959999,50.48,48.807976,5780000
2/15/2019,50.889999,51.470001,50.57,51.080002,49.3881,6492000
2/19/2019,51,52.220001,51,51.82,50.103588,7904800
2/20/2019,51.18,51.639999,50.57,51.240002,49.542801,7497300
2/21/2019,51.200001,51.860001,51.099998,51.48,49.774849,6615000
2/22/2019,51.599998,51.959999,51.240002,51.52,49.81353,5413200
2/25/2019,51.810001,51.869999,51.27,51.41,49.707169,6180400
2/26/2019,51.400002,51.959999,51.080002,51.119999,49.426773,6826800
2/27/2019,50.970001,51.029999,49.950001,50.43,48.759636,9041600
2/28/2019,50.09,50.169998,49.540001,49.580002,48.27282,9483800
3/1/2019,49.369999,49.73,48.220001,48.959999,47.669159,11393900
3/4/2019,49.040001,49.57,48.43,48.790001,47.503643,10194100
3/5/2019,50.029999,50.490002,49.41,49.720001,48.409122,9800700
3/6/2019,49.810001,50.279999,49.439999,49.709999,48.399384,8702600
3/7/2019,49.509998,49.799999,48.759998,49.59,48.282551,8183600
3/8/2019,49.25,49.599998,48.919998,49.59,48.282551,8570100
3/11/2019,49.799999,51.290001,49.77,51.119999,49.772213,8868100
3/12/2019,51.189999,51.32,50.02,50.669998,49.334076,8073900
3/13/2019,50.98,51.09,50.080002,51.02,49.67485,10536300
3/14/2019,51.380001,52.080002,50.84,50.939999,49.596954,8048800
3/15/2019,51.290001,51.470001,50.98,51.189999,49.840363,8192400
3/18/2019,51.07,51.25,50.529999,50.740002,49.402229,6415200
3/19/2019,50.990002,51.389999,50.82,50.959999,49.616425,5606600
3/20/2019,50.889999,50.889999,49.77,49.869999,48.555164,7753000
3/21/2019,49.709999,50.610001,49.700001,50.299999,48.973827,5128700
3/22/2019,50.040001,50.240002,49.52,49.759998,48.448063,5896200
3/25/2019,49.599998,50.040001,48.970001,49.029999,47.737309,6454000
3/26/2019,49.360001,49.630001,48.68,49.09,47.795734,5321500
3/27/2019,49.049999,50.529999,48.98,49.970001,48.652534,7907200
3/28/2019,50.110001,50.650002,49.900002,50.32,48.993301,6600100
3/29/2019,50.73,51.75,50.380001,51.650002,50.288239,9162100
4/1/2019,51.82,52.330002,51.52,52.18,50.80426,8501400
4/2/2019,54.529999,55.939999,53.919998,55.330002,53.871216,15920700
4/3/2019,55.959999,57.57,55.810001,57,55.497185,13277600
4/4/2019,57.459999,57.669998,56.369999,57.220001,55.711384,8998000
4/5/2019,57.439999,58.200001,57.330002,57.73,56.207935,6918300
4/8/2019,57.5,57.900002,56.91,57.709999,56.188465,7921600
4/9/2019,57.200001,57.439999,56.779999,56.950001,55.448502,9581600
4/10/2019,58.970001,58.970001,56.77,57.860001,56.334511,14398200
4/11/2019,57.950001,58.84,57.82,58.389999,56.850536,8452400
4/12/2019,58.830002,58.84,57.549999,58.049999,56.519497,7693900
4/15/2019,58,58.490002,57.369999,57.450001,55.935318,5327000
4/16/2019,57.66,58.119999,57.650002,58.110001,56.577915,3970200
4/17/2019,58.849998,58.990002,58.09,58.43,56.889477,4987600
4/18/2019,58.5,58.580002,58.02,58.169998,56.636333,4108100
4/22/2019,57.790001,57.970001,57.279999,57.75,56.227409,4043900
4/23/2019,57.66,58.41,57.66,58.240002,56.704491,4593000
4/24/2019,58.240002,58.529999,57.799999,57.849998,56.324768,3275200
4/25/2019,57.84,58.48,56.380001,56.709999,55.214825,5557400
4/26/2019,56.560001,57.470001,56.48,57.110001,55.604282,3714100
4/29/2019,57.240002,57.900002,57.049999,57.73,56.207935,3215500
4/30/2019,57.82,58.57,57.759998,58.290001,56.753174,4030300
5/1/2019,58.200001,58.509998,57.110001,57.18,56.008736,5629800
5/2/2019,57.32,58.080002,57.25,57.66,56.478905,3426100
5/3/2019,57.73,58.139999,57.52,57.799999,56.616035,4673000
5/6/2019,56.98,57.970001,56.740002,57.73,56.547474,4105400
5/7/2019,57.25,57.5,56.330002,57.169998,55.998943,4784800
5/8/2019,56.77,57.080002,56.18,56.450001,55.29369,3641400
5/9/2019,56.139999,56.73,55.689999,56.59,55.43082,5003500
5/10/2019,56.25,56.869999,55.060001,56.619999,55.460209,3737800
5/13/2019,55.439999,55.52,54.07,54.799999,53.67749,5223700
5/14/2019,54.900002,55.630001,54.75,55.25,54.118271,2463400
5/15/2019,54.580002,55.369999,54.09,55.049999,53.922371,2998900
5/16/2019,55.139999,55.959999,55.139999,55.380001,54.245609,2731400
5/17/2019,54.759998,55.540001,54.490002,54.889999,53.765648,3969900
5/20/2019,54,54.669998,53.75,54.279999,53.16814,3722800
5/21/2019,54.68,55.029999,54.59,54.830002,53.706879,2816800
5/22/2019,54.490002,54.84,53.889999,54.060001,52.952648,3616700
5/23/2019,53.650002,54.950001,53.240002,54,52.893879,5278900
5/24/2019,54.419998,54.619999,53.709999,54.119999,53.011417,2502800
5/28/2019,54.139999,54.630001,53.869999,53.880001,52.776337,3454100
5/29/2019,53.75,53.75,52.810001,53.209999,52.120056,3929600
5/30/2019,53.380001,53.799999,52.869999,53.029999,51.943745,3775200
5/31/2019,52.470001,52.799999,51.310001,51.5,50.445087,5615100
6/3/2019,51.48,52.700001,51.41,52.099998,51.032791,7244600
6/4/2019,52.849998,54.369999,52.82,54.310001,53.197525,7619300
6/5/2019,54.849998,55.23,54.240002,54.939999,53.814621,6379100
6/6/2019,55.060001,55.220001,54.360001,54.689999,53.569744,6192000
6/7/2019,54.919998,55.849998,54.919998,55.07,53.941959,4234800
6/10/2019,55.5,55.900002,54.650002,54.73,53.608925,3312900
6/11/2019,55.02,55.310001,54.48,54.880001,53.755852,2833700
6/12/2019,55.049999,55.48,54.900002,55.450001,54.314175,3856200
6/13/2019,55.689999,57.240002,55.669998,56.52,55.362259,6300400
6/14/2019,56.57,56.630001,55.779999,55.990002,54.843117,4382500
6/17/2019,55.779999,55.939999,55.259998,55.669998,54.529667,4057300
6/18/2019,55.950001,56.52,55.459999,56.029999,54.882294,3642500
6/19/2019,56.279999,56.560001,55.950001,56.360001,55.205536,3196800
6/20/2019,56.849998,56.880001,55.330002,55.970001,54.823524,5055700
6/21/2019,56,56.860001,55.560001,55.990002,54.843117,8573500
6/24/2019,56.099998,56.23,55.669998,56.07,54.921474,2896000
6/25/2019,56.049999,56.720001,55.860001,55.919998,54.774544,3579600
