pct_delay,adj_close
-0.06022880693526611,0.004387376345515337
0.00507288451547841,-0.03525742816319288
0.00815129270953097,0.029754150126559464
-0.11386300126246507,0.00910815587780589
-0.06309961540087063,-0.021786516425473357
-0.06922759871403841,
-0.05876746675268691,
-0.043088335434143234,-0.0015909813672070339
-0.09454167176600171,0.006692266017259252
-0.07397231792800285,-0.019943043249000536
-0.05476524024783004,0.015826859524326498
-0.04509390958137388,-0.02798089600270981
-0.051933035040973304,
-0.02216652659382879,
-0.17308250595134414,-0.011776274584860302
-0.07301209658731017,0.0
-0.07826681124760476,0.024164141227693392
-0.07481242681393029,-0.0012928311104866141
-0.05736198081231689,0.02783176876711213
-0.046816980564011644,
-0.042339491985792316,
-0.0494061757719715,0.01857678009221697
-0.04188114551626321,0.019783681582015378
-0.030818942523129448,0.021824838709608052
-0.0013498536474466452,0.0065261491039554365
-0.049866188361234486,0.0038314437157451753
-0.03566589069177582,
0.01739003786775415,
-0.0632844741710545,-0.005284712958525839
-0.07792732585247583,-0.016824052851750815
-0.05748217811336679,0.021314922243599765
-0.04021142970814743,0.023221647160567294
-0.022319480994666404,-0.0034473888335299074
-0.3365563590241974,
-0.34460723640655133,
-0.16068797461181003,-0.02709711589416164
-0.05337634609690339,0.008296275913607376
-0.21855355415860736,0.010285084553233625
0.0005257324732160618,-0.0002909934434212058
-0.13864605768824698,
-0.10959346675042628,
-0.08724702954161605,
-0.05690571615360564,-0.02589451466006898
-0.04254523353125438,0.014635589214310185
-0.019735251450676984,0.0005888023205322668
-0.04273381501644713,-0.017064056475302625
-0.05345831558017327,-0.010475736904926869
-0.06671379797910129,
-0.06119566470656059,
-0.04420038262594771,0.021476014178747782
-0.0748340374170187,0.01214092955151913
-0.07583443390563092,-0.007899298282254219
-0.11001341975273392,0.0011795986895937194
-0.027853232767535815,0.024742296844936895
-0.04589806235498394,
-0.03502919099249374,
-0.03723703145343658,-0.001149877661464238
-0.014190825532155957,-0.021356353511888915
-0.07536620820753662,-0.004718405168325446
-0.046617701773484545,0.005925967576446922
-0.0034261534261534263,0.0011782114723062342
0.035658558972005504,
-0.018557779285391224,
-0.028078108941418295,-0.054427818268264816
-0.03919658988256549,0.006222850524945978
-0.048868435452415364,-0.005565823289094385
-0.06037578867087291,0.0049750016652987394
-0.05016363611673162,-0.017945467571668816
-0.17672177148783016,
-0.1846722717431038,
0.0011566199482922848,-0.024574665034557297
-0.00930016602414385,0.010981808978922203
-0.028966673653322155,-0.04408939661231792
-0.04262137916866397,-0.014037446858466085
-0.02374486551399446,-0.011186441966842708
-0.04918088389919615,
-0.04681959219858156,
-0.05385625254643951,
-0.022275247385781457,-0.015084026800143313
-0.3541436695683765,-0.01113808567232255
-0.039155878212383026,-0.00844778833942006
-0.051643384255098984,-0.033368832638431156
-0.12271405295935925,
-0.17049358920640242,
-0.024978957943037117,-0.0011016317033616385
-0.018517737969792763,0.07058820295142043
0.03957717757709434,0.04258240080395104
-0.012457073597737527,0.0006586829017967144
-0.050402688143367645,0.01777489376541097
-0.06582077716098335,
-0.08520259009316686,
-0.2662675342684943,-0.005174615071457778
-0.0729830761911235,-0.005851812705857662
-0.036860003004520435,0.017004598427361683
-0.04065323141070187,0.06398707455492425
-0.046829164222091844,-0.012390316388397271
-0.033456431900114304,
-0.2247766397908041,
-0.15571049579395022,-0.0036719960572307864
-0.05600706713780919,-0.001228509768770869
-0.1729372487565579,0.02121763458085968
-0.10232085833010435,-0.03191800205779871
-0.05413872632013971,-0.018040482052190887
-0.07325830182596207,
-0.20683972543037699,
-0.16489581528042555,0.007918893659459858
-0.05335689045936396,-0.017599054063705433
-0.05755209044485103,0.00639796551911509
-0.06989297596301591,0.021932727323593637
-0.06181760008532082,0.014307889405980045
-0.03180949581067176,
-0.08167629113096535,
-0.028292497292233834,0.008279796325209698
-0.022345879156990756,-0.020985537597798642
-0.05504022873861294,0.016464690926357273
-0.050028494667426524,
-0.055769448533574906,-0.007946219896281304
-0.15332795673419042,
-0.12519418065893095,
-0.05210659127241019,0.010166547017198102
-0.0720175555260008,-0.0131137902828391
-0.2585326274906228,0.017923251666778883
-0.21861771570993394,0.0027322212432601134
-0.10397336176149301,0.022706644618406546
-0.07220936957779063,
-0.027970803706097825,
-0.061606741869865006,-0.0050325615572305304
-0.052789043281696695,0.01814938987367909
-0.07762277750442172,-0.028053817997255037
-0.07408432877145796,0.014431881734529695
-0.07751723774935523,-0.019561261929832874
-0.06892712550607287,
-0.07100377236907462,
-0.05753837212374184,-0.00544155936669255
-0.05616647829266671,0.025227994687951005
-0.06223652539330026,0.025496544049461223
-0.059396672204203256,-0.0844173835046289
-0.0720037896731407,-0.01357758855865343
-0.07328447701532312,
-0.08564774302984612,
-0.054508721659558175,-0.01600515311524242
-0.0767114183171607,-0.0009759422301631737
-0.08307410066204036,-0.006512418130411479
-0.05704391958869166,-0.021960008344911852
-0.06559972556832425,-0.013069736562953072
-0.03279785809906292,
-0.05069087295725853,
-0.07689056205006274,-0.031239366471324526
-0.0659004946173989,-0.002462154853021037
-0.07618442980715816,0.00952035394893147
-0.03895984683574182,0.015717865480546545
-0.0314364987959376,-0.010316378640494284
-0.051628906419001745,
-0.06060159640006429,
-0.06303619523090061,-0.039610914654605645
-0.05413018753140953,-0.004703260616727212
-0.033886199507975556,-0.05125410347247672
-0.05734480316819219,-0.026436769547271033
-0.05622447911213486,0.014954757043154077
-0.06820439721826271,
-0.06124444206353458,
-0.0765409383624655,0.012020135542587296
-0.05400845058638145,-0.010344837963009335
-0.05007642579686163,0.022841641156058357
-0.047910648437812,0.004163516775019138
-0.00010599255402307988,-0.04183939403002612
-0.02648801771294608,
-0.05714285714285714,
-0.06332245640312399,-0.009047963053609442
-0.07034647215598261,-0.029376764983761516
-0.04162580211281419,0.03599185561579543
-0.05875767954475792,0.03908408754786641
-0.24938723054705406,-0.00037997783105570004
-0.21675063654585838,
-0.06992059490799092,
-0.09165823526279354,
-0.10289636238846946,0.007601679932227157
-0.09935730415146778,0.018483571367932994
-0.07763019186169091,0.02555561858310118
-0.07203573779215505,0.0036114154766770934
-0.07301778502090271,
-0.05714608391213507,
-0.051638072066781324,0.023389658095015697
-0.040497988220887515,0.023909974232870557
-0.0495224464760347,0.0219780094382791
-0.05684381611578933,0.0060484270719582955
-0.0551080907234947,0.00033396802953977733
-0.0553508803004003,
-0.05995674972791904,
-0.05879392066665735,-0.07278795251975101
-0.06124263805469707,0.031328693946993225
-0.04023424949615913,-0.0013965792001604527
-0.04996424114091795,-0.010489591246332308
0.004446868313965684,-0.010954004134539841
-0.044679985136163364,
-0.04736723355049779,
0.011507753401289204,-0.017506233891829703
0.0010204676657531052,-0.018181836157105002
-0.022759914412169888,0.01629638729464622
-0.03148181907419613,-0.009110832226723264
-0.04372692694932319,-0.006620087286434817
-0.03777557592271489,
-0.03453620594907636,
-0.04818771674683969,-0.001480971703840761
-0.04288879818065193,-0.006303306317083313
-0.054515949826028476,-0.05335822551245717
-0.059650149020918634,-0.003941627759023403
-0.07554161519992228,0.022160647048575788
-0.07662727112365497,
-0.10442958278534852,
-0.0663826125575973,0.0
-0.0666120077097897,0.01664728721985287
-0.052322291385539545,0.03084542416652236
-0.08726062081217564,0.0040635058562619175
-0.04029034586132238,0.006622597520860474
-0.06215715671575977,
-0.050281908865788996,
-0.04395436629101205,0.009502933069917008
-0.007335807370328817,0.02353362064552944
-0.029541926029106633,-0.007782144547645808
-0.05957226581623376,-0.004277971624931376
-0.07389524800554978,0.010383002183669499
-0.06521432351384723,
-0.07609866662935653,
-0.039315551361403314,0.014174430468121058
-0.035053652081355545,-0.012578593117880899
-0.028047417983429822,0.0010615364771326963
-0.09515616913543984,0.03958996357044642
-0.1422604013433623,0.04930300544289956
-0.044261369650354584,
-0.042660861698518605,
-0.02495246818490917,0.01620212041372482
0.026654200230149597,-0.014030626210823294
0.024731603425044553,-0.02037508457866455
-0.023406956080223407,-0.007593338659180993
-0.041837857411456666,0.016633416582486182
-0.03845683220584893,
-0.03804494624817676,
-0.023714312284943737,0.012761825669592941
-0.01920404990851939,0.01069685548243493
-0.007190875027551245,-0.007055837627178874
-0.0012060487985898506,-0.0022609732838039243
-0.04467439692190516,-0.004208437761747952
-0.06694893725124905,
-0.048355899419729204,
0.015647377075266537,-0.005526687890453297
-0.024280192040499086,-0.03497877162698848
-0.033791602380427596,-0.029132806393186828
-0.033650086809006934,0.0038381373203977276
-0.07022205851399706,0.003128236630161929
-0.05389110000846812,
-0.04828019349493546,
-0.06321275128626744,-0.009008984570355039
-0.053003728006823216,0.024125891771163976
-0.00847074304042107,-0.036189852717540716
-0.0016220037985388103,-0.010626941704597104
0.009127912480222856,0.026852824322821878
-0.04228664272276381,
-0.06152872417786636,
-0.05929798962386511,0.010808869364344442
-0.019443544905008634,0.0020697108958713795
-0.018739147856284225,-0.0034423127825442545
-0.007296700483246391,
0.004633682816937499,-0.0072539273269006666
-0.01782149226714936,
-0.036733213190722494,
-0.0737001038029631,-0.0229645114360173
-0.053552557539491924,-0.0281338569516566
-0.04869075957584938,0.003297814503690155
-0.04621778886118038,-0.005113128733890471
-0.052615803814713896,0.01798821991660482
-0.06742667484396984,
-0.062253710069590004,
-0.026078112903960293,-0.00865491012147468
-0.00032979240436020274,-0.017824632155994946
-0.02104553859654621,-0.005185165276492598
-0.04212218203987751,0.0320178109237268
-0.05641689373297003,-0.008658032640164293
-0.050687254229950574,
-0.017844666163606384,
0.03159689969697431,0.01601172000838602
0.003865238965787412,0.012893999906963938
-0.040953255524616386,-0.009900987287813634
-0.06086302982175017,0.019642786218458275
-0.015901967142239515,0.017162947526481176
-0.03133860839358085,
-0.06805007619671571,
-0.07564928172103885,0.00895310865463017
-0.06411337339671719,-0.004095523038408988
-0.06783885745082188,
-0.03632960394776024,0.016792327528880158
-0.0443846861510155,-0.04145603974512291
0.01736194119053311,
-0.04629801050997593,
-0.04022419112859852,-0.004922695859759685
-0.04101669734844815,
