pct_delay,adj_close
-0.007073819862725872,
-0.0017132833852304093,
0.011120055668499542,-0.07450743759424516
-0.05868627879052505,0.06586836812599972
-0.08257714721685633,
-0.04869168479574571,
-0.03414021299285641,0.028401916501472835
-0.027107411298795764,-0.016085029895134273
-0.04019266962263549,0.030845085476448153
-0.03850363595471924,-0.041292445511223796
0.00500738552437223,-0.007490700729374633
-0.023444317322422387,
-0.023227483147892473,
-0.0417688602582666,-0.00283012917053882
-0.030866414207364846,0.012298860210530282
-0.00896517619283105,0.023053003268236782
-0.019644892327994722,0.022533382838096694
-0.008928439225905799,0.011614145886069682
-0.02262691000039079,
-0.09514209077680966,
-0.022170379289584586,
-0.015474014102898928,-0.0362082567504034
-0.015528944672131147,-0.03329284483313821
-0.017410473276947995,0.06350712805559766
-0.0197521358662659,0.03921570995235002
-0.03268871115355537,
-0.05187315202911265,
-0.05544472521464143,0.045454725036540466
-0.03843489162350302,-0.007656618737554632
-0.04189066313589739,0.0013777236517420466
-0.029050061489546777,-0.015685145468617323
-0.025188431979387246,0.009505208488692185
-0.047871815616551884,
-0.054921044790942494,
-0.04943252349707395,0.018554344559595037
-0.03773584905660377,0.006815687796343228
0.0023406610786019296,-0.004603305167127814
0.024876291279843327,-0.0160500698109598
-0.0016089985829003306,-0.004700141453930828
-0.0499383477188656,
0.006293399248694973,
-0.01127647310938031,0.016389019349435152
-0.04732506891599676,-0.022957119805523285
-0.07649612748294343,0.012867124462132562
-0.04368385819481833,-0.002761583522452815
-0.045886208925119756,-0.02935481947195351
-0.020548176687282437,
-0.014109214088042705,
-0.011396897668302201,
0.019704433497536946,0.011982896347154437
-0.02774034799929697,-0.011558927039828193
-0.038925508540647816,-0.002281928961556434
-0.006286660492267969,0.014579793977053113
0.04812220243938965,
-0.05429642445213379,
-0.036283423594123385,0.01155255538067057
-0.033104900868450374,0.009749343211991723
-0.016539082280823843,-0.01544843304065946
-0.02999503862782621,-0.001680966858063071
-0.05826156591129406,-0.02778566978738961
-0.03810442943192785,
0.009176200699979412,
-0.05912366225607936,-0.026558931892282533
-0.014776669060680613,-0.014531393397904768
-0.023723432401446337,-0.014143906557945618
-0.05006094622558607,-0.01648345784434868
-0.07603895368587929,-0.009621328879961477
-0.015648811181935864,
-0.08156854648419065,
