name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
atlanta,1/3/18,3.1,-3.1,-0.7,1.4,-6.8,-3.3,-14.1,36.4,0,0,0,,0,0,29.5,19.4,206.6,1022.6,45.5,16,114.3,9.8,6,,2018-01-03T07:42:51,2018-01-03T17:41:35,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KFTY,72219013874,E9807,KATL,72219503888,72219653863,KPDK"
atlanta,1/4/18,0.9,-6.1,-2.8,-5.6,-13.1,-9.3,-14.1,42.9,0,0,0,,0,0,48.2,33.1,311.6,1019.8,2.7,16,252,21.8,6,,2018-01-04T07:42:58,2018-01-04T17:42:23,0.54,Clear,Clear conditions throughout the day.,clear-day,"KFTY,72219013874,E9807,KATL,72219503888,72219653863,KPDK"
atlanta,1/5/18,2.7,-8.6,-3.6,-1.7,-15.8,-8.8,-15.7,40.8,0,0,0,,0,0,37.1,22.9,306.2,1027.5,10.9,16,195.3,16.9,6,,2018-01-05T07:43:04,2018-01-05T17:43:11,0.58,Clear,Clear conditions throughout the day.,clear-day,"KFTY,72219013874,E9807,KATL,72219503888,72219653863,KPDK"
atlanta,1/6/18,3.6,-6.3,-1.8,-0.5,-10.4,-5.6,-14.5,39.7,0,0,0,,0,0,34,22,324.3,1031.8,12.4,16,157.5,13.8,6,,2018-01-06T07:43:07,2018-01-06T17:44:01,0.63,Clear,Clear conditions throughout the day.,clear-day,"KFTY,72219013874,E9807,KATL,72219503888,72219653863,KPDK"
atlanta,1/7/18,3.5,-6.2,-1.6,0.3,-11.2,-4.9,-13.9,39.6,0,0,0,,0,0,27.7,15.9,95.6,1032.9,25.3,16,137.2,11.8,6,,2018-01-07T07:43:09,2018-01-07T17:44:52,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KFTY,72219013874,E9807,KATL,72219503888,72219653863,KPDK"
atlanta,1/8/18,5.1,-0.6,1.8,3,-4.9,-1.2,-5.5,62.8,4.59,100,33.33,"rain,snow",0,0,,14.6,75.3,1025.4,88.8,13.6,29.1,2.4,2,,2018-01-08T07:43:09,2018-01-08T17:45:43,0.73,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain,"D9162,KFTY,72219013874,E9807,E1836,KATL,72219503888,72219653863,KPDK"
atlanta,1/9/18,17.7,2.3,9.4,17.7,0.4,8.6,7.4,88.1,0,0,0,,0,0,,13.2,56.4,1023.4,66.2,12.9,117.9,10.1,5,,2018-01-09T07:43:07,2018-01-09T17:46:36,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D9162,KFTY,72219013874,E9807,KATL,72219503888,72219653863,KPDK"
atlanta,1/10/18,17.9,11.2,14.6,17.9,11.2,14.6,10.9,79.9,0,0,0,,0,0,35.3,16.9,89.8,1022.8,97.5,14.9,47.4,3.9,2,,2018-01-10T07:43:03,2018-01-10T17:47:29,0.83,Overcast,Cloudy skies throughout the day.,cloudy,"KFTY,72219013874,E9807,KATL,72219503888,72219653863,KPDK"
atlanta,1/11/18,14.8,11.3,13.2,14.8,11.3,13.2,13.1,98.8,1.82,100,50,rain,0,0,,19.4,73.8,1017.3,96.1,6.2,27.4,2.3,1,,2018-01-11T07:42:57,2018-01-11T17:48:22,0.88,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KFTY,72219013874,E9807,KATL,72219503888,72219653863,KPDK"
atlanta,1/12/18,16.3,-1.8,11.2,16.3,-8.5,9.8,10.2,93.5,13.99,100,45.83,rain,0,0,53.1,36.4,203.4,1008.4,93.4,11.5,25.3,2.1,2,,2018-01-12T07:42:50,2018-01-12T17:49:17,0.92,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KFTY,72219013874,E9807,KATL,72219503888,72219653863,KPDK"
atlanta,1/13/18,1.8,-4.5,-1.3,-3.7,-11.1,-7.8,-6.3,69.4,0,0,0,,0,0,55.9,33.7,319,1023.6,59.7,16,138.2,11.8,6,,2018-01-13T07:42:41,2018-01-13T17:50:12,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KFTY,72219013874,E9807,KATL,72219503888,72219653863,KPDK"
atlanta,1/14/18,4.5,-8.1,-2.3,3.7,-12.6,-5.2,-10.2,57.3,0,0,0,,0,0,41.9,21.8,286.7,1032.9,12.8,16,169.4,14.7,7,,2018-01-14T07:42:30,2018-01-14T17:51:07,0.98,Clear,Clear conditions throughout the day.,clear-day,"KFTY,72219013874,E9807,KATL,72219503888,72219653863,KPDK"
atlanta,1/15/18,8.5,-3.5,1.4,7.9,-7.2,0.4,-6.1,58.8,0,0,0,,0,0,,11.5,95,1031.5,21.4,16,168.8,14.7,7,,2018-01-15T07:42:17,2018-01-15T17:52:03,0.99,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KFTY,72219013874,E9807,KATL,72219503888,72219653863,KPDK"
atlanta,1/16/18,9.4,-2.3,2.4,7.5,-8.3,0.6,-2.9,70.3,0.12,100,4.17,"rain,snow",3.2,1,35.3,20.6,193.9,1029.5,52.3,14.8,105.4,9,7,,2018-01-16T07:42:02,2018-01-16T17:53:00,1,"Snow, Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain or snow.,snow,"KFTY,72219013874,E9807,KATL,72219503888,72219653863,KPDK"
atlanta,1/17/18,-3.2,-10.1,-6.6,-8.9,-19,-14.2,-11.8,67.8,1.84,100,25,snow,1.9,4.3,50.5,34.5,316.8,1030,35.2,12.7,177,15.4,8,,2018-01-17T07:41:45,2018-01-17T17:53:57,0,"Snow, Partially cloudy",Clearing in the afternoon with snow clearing later.,snow,"KFTY,DLSG1,72219013874,D4393,E9807,KATL,72219503888,72219653863,KPDK"
atlanta,1/18/18,4.5,-9.5,-3.4,1,-17.1,-8.5,-12.1,53.8,0,0,0,,0,3.8,27.7,19.7,310.5,1030.4,0,16,178.1,15.4,7,,2018-01-18T07:41:27,2018-01-18T17:54:54,0.01,Clear,Clear conditions throughout the day.,clear-day,"KFTY,DLSG1,72219013874,E9807,KATL,72219503888,72219653863,KPDK"
atlanta,1/19/18,11.7,-3.2,2.7,11.7,-7.3,1,-11.5,38.5,0,0,0,,0,1.5,,14.5,299.6,1026.1,6.2,16,183,15.9,7,,2018-01-19T07:41:06,2018-01-19T17:55:52,0.03,Clear,Clear conditions throughout the day.,clear-day,"KFTY,DLSG1,72219013874,E9807,KATL,72219503888,72219653863,KPDK"
atlanta,1/20/18,16.7,-1.6,6.5,16.7,-3,6.1,-2.1,55.5,0,0,0,,0,0.1,31.7,16.6,303.3,1024.7,25.2,16,151.1,12.9,6,,2018-01-20T07:40:44,2018-01-20T17:56:50,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KFTY,DLSG1,72219013874,E9807,KATL,72219503888,72219653863,KPDK"
atlanta,1/21/18,20.1,2.1,10.4,20.1,2.1,10.4,4.2,68.8,0,0,0,,0,0,,10.8,159.3,1023.5,11.8,15.7,174.4,14.9,7,,2018-01-21T07:40:20,2018-01-21T17:57:48,0.09,Clear,Clear conditions throughout the day.,clear-day,"KFTY,72219013874,E9807,KATL,72219503888,72219653863,KPDK"
atlanta,1/22/18,16.3,6.3,11.9,16.3,5.4,11.8,10.1,89,11.88,100,20.83,rain,0,0,51.8,20.1,125.5,1017.2,76.1,13,24.1,2.1,1,,2018-01-22T07:39:55,2018-01-22T17:58:47,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KFTY,72219013874,E9807,KATL,72219503888,72219653863,KPDK"
atlanta,1/23/18,16.8,5.5,10.9,16.8,1.7,9.7,2.7,58.7,0,0,0,,0,0,42.5,27.3,270.8,1015.3,41.3,16,179.6,15.7,7,,2018-01-23T07:39:28,2018-01-23T17:59:45,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KFTY,DLSG1,72219013874,E9807,KATL,72219503888,72219653863,KPDK"
atlanta,1/24/18,11.5,1.6,5.8,11.5,-2.2,3.1,-3.2,54.9,0,0,0,,0,0,43.6,25.2,313.8,1024.5,15.7,16,184.6,16,7,,2018-01-24T07:38:59,2018-01-24T18:00:44,0.23,Clear,Clear conditions throughout the day.,clear-day,"KFTY,DLSG1,72219013874,E9807,KATL,72219503888,72219653863,KPDK"
atlanta,1/25/18,13.9,-0.4,6.1,13.9,-2.3,5,-4.6,51.1,0,0,0,,0,0,,9.9,202,1031.9,11,16,194,16.6,7,,2018-01-25T07:38:28,2018-01-25T18:01:43,0.28,Clear,Clear conditions throughout the day.,clear-day,"KFTY,DLSG1,72219013874,E9807,KATL,72219503888,72219653863,KPDK"
atlanta,1/26/18,13.9,0.3,7,13.9,-0.7,6.7,-4.3,49.4,0,0,0,,0,0,31.7,16.1,83.4,1034.6,38.1,16,134.2,11.7,7,,2018-01-26T07:37:56,2018-01-26T18:02:42,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KFTY,72219013874,E9807,KATL,72219503888,72219653863,KPDK"
atlanta,1/27/18,13.4,9.1,11.2,13.4,7.5,10.9,7,76.4,3.14,100,45.83,rain,0,0,,12.9,90.3,1029.8,98.7,15.2,27.8,2.4,1,,2018-01-27T07:37:21,2018-01-27T18:03:41,0.39,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KFTY,72219013874,E9807,KATL,72219503888,72219653863,KPDK"
atlanta,1/28/18,13,11.3,12.1,13,11.3,12.1,12,99.1,26.35,100,70.83,rain,0,0,,13.6,105,1021.8,96.5,5.6,11.2,0.8,0,,2018-01-28T07:36:46,2018-01-28T18:04:40,0.43,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KFTY,DLSG1,72219013874,D4393,E9807,KATL,72219503888,72219653863,KPDK"
atlanta,1/29/18,13.5,7.5,10.4,13.5,3.5,9.4,3.3,66.9,0.43,100,12.5,rain,0,0,50,30,325.5,1019.3,46.5,14.2,190.6,16.3,7,,2018-01-29T07:36:08,2018-01-29T18:05:39,0.47,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"KFTY,DLSG1,72219013874,E9807,KATL,72219503888,72219653863,KPDK"
atlanta,1/30/18,7.1,-0.9,2.9,4.1,-5.9,-1.2,-6.7,50.8,0,0,0,,0,0,45.9,30.5,315,1027.3,27.5,16,199.9,17.3,8,,2018-01-30T07:35:30,2018-01-30T18:06:38,0.49,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KFTY,DLSG1,72219013874,E9807,KATL,72219503888,72219653863,KPDK"
atlanta,1/31/18,12.6,-2.4,4.4,12.6,-4.6,3.4,-6.8,48.1,0,0,0,,0,0,31.7,15.9,128.3,1025.6,16.5,16,195.9,16.9,7,,2018-01-31T07:34:49,2018-01-31T18:07:37,0.5,Clear,Clear conditions throughout the day.,clear-day,"KFTY,DLSG1,72219013874,E9807,KATL,72219503888,72219653863,KPDK"
atlanta,2/1/18,17.1,2.6,10.5,17.1,2.5,10.2,4.1,65.2,0,0,0,,0,0,38.7,23,234.2,1020.1,83.3,16,89,7.5,5,,2018-02-01T07:34:07,2018-02-01T18:08:36,0.51,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KFTY,DLSG1,72219013874,E9807,KATL,72219503888,72219653863,KPDK"
atlanta,2/2/18,7.5,-0.6,2.9,3.5,-5.5,-1.7,-5.9,56.4,2.48,100,12.5,rain,0,0,52.7,27.1,325.7,1027,42.4,15.9,170.7,14.8,7,,2018-02-02T07:33:23,2018-02-02T18:09:35,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KFTY,DLSG1,72219013874,E9807,KATL,72219503888,72219653863,KPDK"
atlanta,2/3/18,9.1,-0.8,3.7,6.8,-4.5,1.2,-9.8,37.7,0,0,0,,0,0,27.7,15.4,126.2,1028.2,39.9,16,152.6,13.3,7,,2018-02-03T07:32:38,2018-02-03T18:10:33,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KFTY,DLSG1,72219013874,E9807,KATL,72219503888,72219653863,KPDK"
atlanta,2/4/18,8.6,1.5,5.4,7.3,-3.1,3.1,2.7,85.4,34.38,100,33.33,"rain,snow",0,0,31.7,19.9,178.3,1016,97.1,12.4,29.3,2.5,1,,2018-02-04T07:31:52,2018-02-04T18:11:32,0.6,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow clearing later.,rain,"KFTY,72219013874,E9807,KATL,72219503888,72219653863,KPDK"
atlanta,2/5/18,10.6,2.9,5.7,10.6,-1.8,3.8,0.2,70.8,0,0,0,,0,0,36.4,22.6,241.5,1021.5,16.4,15.9,202,17.5,8,,2018-02-05T07:31:04,2018-02-05T18:12:30,0.65,Clear,Clear conditions throughout the day.,clear-day,"KFTY,DLSG1,72219013874,E9807,KATL,72219503888,72219653863,KPDK"
atlanta,2/6/18,19.9,2.2,10.7,19.9,2.2,10.5,3.3,61.3,0,0,0,,0,0,,9.9,84.7,1024.9,68.4,16,132,11.3,7,,2018-02-06T07:30:15,2018-02-06T18:13:28,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KFTY,DLSG1,72219013874,E9807,KATL,72219503888,72219653863,KPDK"
atlanta,2/7/18,16.5,5.9,13.5,16.5,1.6,13,11.8,89.7,31.48,100,58.33,rain,0,0,45.7,27.2,221.3,1019.8,97.8,13.4,20,1.6,2,,2018-02-07T07:29:24,2018-02-07T18:14:25,0.75,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KFTY,DLSG1,72219013874,D4393,E9807,KATL,72219503888,72219653863,KPDK"
atlanta,2/8/18,13.9,0.7,6.6,13.9,-3.8,4.5,-0.6,63.8,0,0,0,,0,0,31.7,24.2,325.1,1028.8,26.1,15.8,195.9,17,8,,2018-02-08T07:28:32,2018-02-08T18:15:23,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KFTY,DLSG1,72219013874,E9807,KATL,72219503888,72219653863,KPDK"
atlanta,2/9/18,16.3,1.4,9.2,16.3,-0.5,8.8,2.7,67,3.72,100,8.33,rain,0,0,33.5,17,105.3,1027.4,52.9,15.6,166.7,14.3,8,,2018-02-09T07:27:38,2018-02-09T18:16:20,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KFTY,DLSG1,72219013874,E9807,KATL,72219503888,72219653863,KPDK"
atlanta,2/10/18,18.1,10.4,13.4,18.1,10.4,13.4,13.3,99,9.55,100,45.83,rain,0,0,35.3,15.1,122.4,1019.9,94,6.5,22.3,1.8,1,,2018-02-10T07:26:43,2018-02-10T18:17:17,0.88,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KFTY,DLSG1,72219013874,E9807,KATL,72219503888,72219653863,KPDK"
atlanta,2/11/18,19.2,16.5,17.8,19.2,16.5,17.8,17.3,96.6,19.39,100,54.17,rain,0,0,38.9,19.6,193.1,1016.1,100,13.6,18.4,1.5,1,,2018-02-11T07:25:47,2018-02-11T18:18:13,0.92,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KFTY,DLSG1,72219013874,E9807,KATL,72219503888,72219653863,KPDK"
atlanta,2/12/18,16.4,9.9,13.8,16.4,8.4,13.7,12.2,90.3,1.52,100,20.83,rain,0,0,,16.6,283.8,1025,99.8,14,50.2,4.2,2,,2018-02-12T07:24:50,2018-02-12T18:19:10,0.95,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"KFTY,DLSG1,72219013874,E9807,KATL,72219503888,72219653863,KPDK"
atlanta,2/13/18,13,8.3,10.5,13,5,9.8,6.8,78.4,0.12,100,4.17,rain,0,0,35.3,23.5,104.1,1033.9,99.3,15.1,56.2,4.9,2,,2018-02-13T07:23:52,2018-02-13T18:20:06,0.98,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"KFTY,72219013874,E9807,KATL,72219503888,72219653863,KPDK"
atlanta,2/14/18,15,8.6,11.8,15,7.6,11.5,10.2,90,0,0,0,,0,0,,10.2,134.9,1030.4,99.8,11.3,43.1,3.7,1,,2018-02-14T07:22:52,2018-02-14T18:21:01,1,Overcast,Cloudy skies throughout the day.,cloudy,"KFTY,DLSG1,72219013874,E9807,KATL,72219503888,72219653863,KPDK"
atlanta,2/15/18,20.7,14.4,17.5,20.7,14.4,17.5,15.8,90,0.51,100,12.5,rain,0,0,31.7,17.5,220.8,1022.6,95.7,14,43.7,3.8,2,,2018-02-15T07:21:51,2018-02-15T18:21:56,1,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"KFTY,DLSG1,72219013874,E9807,KATL,72219503888,72219653863,KPDK"
atlanta,2/16/18,23.6,12.5,18.8,23.6,12.5,18.8,15.4,81.8,0.32,100,8.33,rain,0,0,46,28.1,258.9,1017.9,85.1,15.8,94.5,8.1,5,,2018-02-16T07:20:49,2018-02-16T18:22:51,0,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KFTY,DLSG1,72219013874,E9807,KATL,72219503888,72219653863,KPDK"
atlanta,2/17/18,25,10.3,16.1,25,10.3,16.1,11.3,75.5,0.36,100,8.33,rain,0,0,47.7,26.7,201.1,1019.5,92.5,15.7,99.1,8.4,5,,2018-02-17T07:19:46,2018-02-17T18:23:46,0.01,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"KFTY,72219013874,E9807,KATL,72219503888,72219653863,KPDK"
atlanta,2/18/18,19.7,8.9,14.4,19.7,7.7,14.2,10.7,80.2,1.93,100,16.67,rain,0,0,25.9,19.8,205.1,1023.1,72.5,15.6,106.2,9.1,6,,2018-02-18T07:18:42,2018-02-18T18:24:40,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KFTY,DLSG1,72219013874,E9807,KATL,72219503888,72219653863,KPDK"
atlanta,2/19/18,22.6,14.7,16.8,22.6,14.7,16.8,15.2,91.6,0.12,100,4.17,rain,0,0,33.5,19.8,100.5,1025.6,95.5,8.8,109.3,9.4,8,,2018-02-19T07:17:37,2018-02-19T18:25:34,0.07,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"KFTY,72219013874,E9807,KATL,72219503888,72219653863,KPDK"
atlanta,2/20/18,23.6,14,18.7,23.6,14,18.7,16.2,86.4,0,0,0,,0,0,,16.3,116.8,1027.1,90.2,11.9,143.7,12.4,7,,2018-02-20T07:16:31,2018-02-20T18:26:27,0.1,Overcast,Cloudy skies throughout the day.,cloudy,"KFTY,72219013874,E9807,KATL,72219503888,72219653863,KPDK"
atlanta,2/21/18,24.3,18.1,20.8,24.3,18.1,20.8,18.2,85.9,0.93,100,12.5,rain,0,0,,19.1,164.6,1027.7,75.4,14.9,194.7,16.8,7,,2018-02-21T07:15:24,2018-02-21T18:27:21,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"722,190,138,747,221,000,000,000,000,000,000"
atlanta,2/22/18,26.1,15.9,20.4,26.1,15.9,20.4,16.7,81.2,0,0,0,,0,0,,15.3,148.8,1028.6,50.5,14.5,189.3,16.3,7,,2018-02-22T07:14:16,2018-02-22T18:28:13,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KFTY,72219013874,E9807,72219503888,72219653863,KATL,KPDK"
atlanta,2/23/18,25.3,13.7,19.1,25.3,13.7,19.1,15.3,80.5,0,0,0,,0,0,,13,116.4,1027.1,44,13.8,120.5,10.4,6,,2018-02-23T07:13:07,2018-02-23T18:29:06,0.26,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KFTY,72219013874,E9807,KATL,72219503888,72219653863,KPDK"
atlanta,2/24/18,26.2,16.9,21.5,26.2,16.9,21.5,14.6,66.4,0,0,0,,0,0,42.2,27.4,181.4,1019.9,73.1,15.9,157,13.7,7,,2018-02-24T07:11:58,2018-02-24T18:29:58,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KFTY,72219013874,E9807,KATL,72219503888,72219653863,KPDK"
atlanta,2/25/18,21,15.7,17.8,21,15.7,17.8,15.7,87.7,8.74,100,41.67,rain,0,0,48.4,20.9,218.1,1018.8,82.9,15,36.7,3,2,,2018-02-25T07:10:47,2018-02-25T18:30:50,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KFTY,DLSG1,72219013874,E9807,KATL,72219503888,72219653863,KPDK"
atlanta,2/26/18,18.4,9.5,14.6,18.4,8,14.5,12,85.8,12.4,100,37.5,rain,0,0,37.1,18.8,264.9,1022.1,73.7,13.3,79.4,6.9,4,,2018-02-26T07:09:36,2018-02-26T18:31:41,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"KFTY,72219013874,E9807,KATL,72219503888,72219653863,KPDK"
atlanta,2/27/18,18.1,6.7,12.3,18.1,4.9,11.8,5.5,66,0,0,0,,0,0,33,19.1,115.3,1026.8,11.4,15.9,253.5,22,10,,2018-02-27T07:08:24,2018-02-27T18:32:32,0.46,Clear,Clear conditions throughout the day.,clear-day,"KFTY,72219013874,E9807,KATL,72219503888,72219653863,KPDK"
atlanta,2/28/18,16.5,10.8,13.1,16.5,10.8,13.1,11.1,88.3,5.91,100,29.17,rain,0,0,,14.7,132.2,1018.6,92,11,35.1,3,1,,2018-02-28T07:07:11,2018-02-28T18:33:23,0.48,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KFTY,72219013874,E9807,KATL,72219503888,72219653863,KPDK"
atlanta,3/1/18,21.5,12.9,15.5,21.5,12.9,15.5,14.3,92.5,5.69,100,41.67,rain,0,0,56.4,27.9,241.9,1011.9,83.1,12.6,34.3,3,2,,2018-03-01T07:05:58,2018-03-01T18:34:13,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KFTY,72219013874,D4393,E9807,KATL,72219503888,72219653863,KPDK"
atlanta,3/2/18,13.9,7.1,10.4,13.9,3.5,8.9,-0.3,50.7,0,0,0,,0,0,50,31.8,325.2,1022,6.5,16,266,23,10,,2018-03-02T07:04:43,2018-03-02T18:35:03,0.5,Clear,Clear conditions throughout the day.,clear-day,"KFTY,72219013874,E9807,KATL,72219503888,72219653863,KPDK"
atlanta,3/3/18,17.2,3,9.9,17.2,-0.2,8.5,-4.7,38.5,0,0,0,,0,0,42.5,23.8,330.5,1024,0.4,16,264.8,22.8,10,,2018-03-03T07:03:28,2018-03-03T18:35:53,0.52,Clear,Clear conditions throughout the day.,clear-day,"KFTY,72219013874,E9807,KATL,72219503888,72219653863,KPDK"
atlanta,3/4/18,18.9,1.8,10.7,18.9,1.8,10.5,-3.4,41.9,0,0,0,,0,0,,8.8,215.8,1022.9,8.3,16,263.7,22.9,10,,2018-03-04T07:02:13,2018-03-04T18:36:42,0.54,Clear,Clear conditions throughout the day.,clear-day,"KFTY,72219013874,E9807,KATL,72219503888,72219653863,KPDK"
atlanta,3/5/18,14.7,4.9,11.1,14.7,4.9,11,2.5,56.5,0,0,0,,0,0,,14.3,166.4,1018,76.6,16,57.9,5,2,,2018-03-05T07:00:57,2018-03-05T18:37:31,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KFTY,72219013874,C3454,E9807,KATL,72219503888,72219653863,KPDK"
atlanta,3/6/18,15.2,9.3,12.4,15.2,7.4,12.2,8.5,79.9,12.82,100,41.67,rain,0,0,,18.2,255.7,1010.3,75.8,12.5,37.3,3.2,2,,2018-03-06T06:59:40,2018-03-06T18:38:20,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"KFTY,72219013874,E9807,KATL,72219503888,72219653863,KPDK"
atlanta,3/7/18,9.7,4,7.1,7.3,0.7,3.7,-3.3,47.8,0,0,0,,0,0,52.1,31,302.8,1014.2,15.9,15.9,273.1,23.5,10,,2018-03-07T06:58:23,2018-03-07T18:39:08,0.66,Clear,Clear conditions throughout the day.,clear-day,"KFTY,72219013874,E9807,KATL,72219503888,72219653863,KPDK"
atlanta,3/8/18,8.8,0.3,4.6,5.4,-2.5,1.3,-4.3,53.5,0,0,0,,0,0,46.8,30.5,299.3,1017.6,26.7,16,259.8,22.4,10,,2018-03-08T06:57:06,2018-03-08T18:39:57,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KFTY,72219013874,E9807,KATL,72219503888,72219653863,KPDK"
atlanta,3/9/18,15.5,-1.6,6.7,15.5,-3.6,5.6,-4.5,48.4,0,0,0,,0,0,29.9,17,270.6,1019.2,16.9,16,256.6,22,10,,2018-03-09T06:55:48,2018-03-09T18:40:45,0.76,Clear,Clear conditions throughout the day.,clear-day,"KFTY,72219013874,E9807,KATL,72219503888,72219653863,KPDK"
atlanta,3/10/18,18.3,3,11.2,18.3,2.9,10.9,5.7,70.1,0,0,0,,0,0,,16.3,203.5,1015.7,59,15.8,136,11.5,8,,2018-03-10T06:54:29,2018-03-10T18:41:32,0.8,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KFTY,72219013874,E9807,KATL,72219503888,72219653863,KPDK"
atlanta,3/11/18,13.7,11.2,12.5,13.7,11.2,12.5,11.9,96.3,21.37,100,66.67,rain,0,0,,11.1,153.6,1012.2,99.7,9.6,23.4,1.9,1,,2018-03-11T07:53:10,2018-03-11T19:42:20,0.85,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KFTY,72219013874,E9807,KATL,72219503888,72219653863,KPDK"
atlanta,3/12/18,11.1,3.7,7.8,11.1,-1.6,5,2.5,72.7,6.72,100,29.17,rain,0,0,69.8,40.4,296.8,1011.9,67.5,13.7,156.6,13.5,10,,2018-03-12T07:51:51,2018-03-12T19:43:07,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"D5435,KFTY,72219013874,E9807,KATL,72219503888,72219653863,KPDK"
atlanta,3/13/18,12,1.3,6.4,12,-3,3.6,-2.9,52.9,0,0,0,,0,0,47.9,25.5,311.1,1018.6,19.8,16,282.7,24.4,10,,2018-03-13T07:50:32,2018-03-13T19:43:54,0.93,Clear,Clear conditions throughout the day.,clear-day,"KFTY,72219013874,E9807,KATL,72219503888,72219653863,KPDK"
atlanta,3/14/18,10.6,1.9,5.8,10.6,-2.8,2.7,-6.7,42.5,0,0,0,,0,0,42.1,28.8,307.3,1019.5,0.9,16,285.1,24.5,10,,2018-03-14T07:49:12,2018-03-14T19:44:41,0.96,Clear,Clear conditions throughout the day.,clear-day,"KFTY,72219013874,E9807,KATL,72219503888,72219653863,KPDK"
atlanta,3/15/18,19.4,0.2,9.6,19.4,-2.1,8.7,-4.8,40.2,0,0,0,,0,0,41.5,25.2,258.7,1018,3.5,16,281.6,24.3,10,,2018-03-15T07:47:52,2018-03-15T19:45:27,0.98,Clear,Clear conditions throughout the day.,clear-day,"KFTY,72219013874,E9807,KATL,72219503888,72219653863,KPDK"
atlanta,3/16/18,20.9,6.1,13.8,20.9,4.7,13.4,2.1,46.3,0,0,0,,0,0,38.9,19.7,252.9,1016.5,24.3,15.9,163.2,14.1,8,,2018-03-16T07:46:31,2018-03-16T19:46:13,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KFTY,72219013874,E9807,KATL,72219503888,72219653863,KPDK"
