Date,Open,High,Low,Close,Adj Close,Volume
1/2/2015,60.540001,60.860001,59.470001,60.330002,55.159016,1199600
1/5/2015,60.810001,60.869999,59.189999,59.470001,54.372734,1288800
1/6/2015,59.779999,60.290001,57.709999,58.77,53.732716,1511700
1/7/2015,59.060001,60,58.810001,59.669998,54.55558,1039600
1/8/2015,60,61.459999,59.689999,60.700001,55.497299,1697500
1/9/2015,60.650002,60.790001,59.709999,59.73,54.610439,986900
1/12/2015,60.669998,61.130001,59.73,60.610001,55.415009,1100000
1/13/2015,61.529999,62.990002,60.580002,61.41,56.14645,1687200
1/14/2015,60.630001,62,60.189999,61.540001,56.265308,1557200
1/15/2015,61.689999,62.099998,60.599998,61.470001,56.201309,1619300
1/16/2015,61.09,62.419998,60.560001,62.349998,57.005867,1618600
1/20/2015,63.400002,64.809998,63.110001,64.599998,59.063026,1521200
1/21/2015,64.400002,65.199997,63.77,64.980003,59.410454,2314800
1/22/2015,66.900002,68,64.550003,67.940002,62.116753,2833200
1/23/2015,68.099998,69.900002,67.699997,68.650002,62.765892,1883200
1/26/2015,68.769997,70.510002,68.650002,70.440002,64.402466,2396600
1/27/2015,69.370003,70.779999,68.940002,69.699997,63.72588,1536800
1/28/2015,70.5,70.550003,68.419998,68.699997,62.811604,1220500
1/29/2015,68.800003,71.400002,68.419998,71.07,64.978462,1966700
1/30/2015,70.370003,70.870003,67.260002,67.870003,62.052753,2236800
2/2/2015,67.699997,68,65.43,67.32,61.549892,2284100
2/3/2015,66,66.389999,64.089996,65.18,59.593304,2928500
2/4/2015,65.959999,67.199997,65.839996,66.699997,60.983032,1823000
2/5/2015,66.800003,66.940002,65.019997,66.82,61.092731,1354300
2/6/2015,66.57,66.940002,65.669998,65.919998,60.269871,1570000
2/9/2015,65.150002,65.150002,62.529999,63.509998,58.066456,2120500
2/10/2015,64.190002,65.489998,63.68,65.370003,59.767029,1965200
2/11/2015,65.900002,66.43,64.389999,64.510002,58.980743,1560900
2/12/2015,63.57,63.59,61.720001,62.75,57.37159,2822200
2/13/2015,62.16,62.599998,61.349998,62.560001,57.197876,1697700
2/17/2015,62.610001,63.349998,62.110001,62.23,56.896156,1200800
2/18/2015,63.119999,63.880001,62.060001,63.830002,58.359028,1565000
2/19/2015,65.18,65.18,62.77,62.939999,57.545307,2091000
2/20/2015,62.759998,64.150002,62.400002,64.139999,58.829388,1049600
2/23/2015,65.010002,65.040001,63.529999,64.139999,58.829388,1247900
2/24/2015,63.540001,64.519997,62.400002,64.43,59.095379,1301500
2/25/2015,64.239998,64.68,63.34,63.439999,58.187344,1216400
2/26/2015,64.120003,64.199997,63.009998,63.98,58.682636,1225400
2/27/2015,64.480003,64.599998,63.59,63.650002,58.379963,1944400
3/2/2015,64.400002,65.529999,64.32,65.440002,60.021755,1850400
3/3/2015,65,66.199997,64.809998,66.160004,60.682152,1629000
3/4/2015,65.68,66.010002,64.849998,65.769997,60.324425,1313800
3/5/2015,65.75,65.970001,64.510002,64.639999,59.287983,1118400
3/6/2015,64.330002,64.639999,63.57,63.73,58.453335,948700
3/9/2015,63.720001,64.489998,63.57,63.98,58.682636,1004200
3/10/2015,63.98,64.559998,63.400002,64.169998,58.856903,1226000
3/11/2015,64.010002,65.32,63.599998,65.080002,59.691566,1109300
3/12/2015,65.059998,67.279999,65.019997,67.110001,61.553474,1339600
3/13/2015,67.25,67.860001,66.239998,66.660004,61.140747,932400
3/16/2015,67.510002,67.989998,67.160004,67.57,61.975403,1027700
3/17/2015,67.510002,69,67.510002,68.800003,63.103561,1473800
3/18/2015,68.919998,69.419998,67.480003,67.970001,62.342285,1267600
3/19/2015,68.459999,68.93,67.68,68.349998,62.690815,835200
3/20/2015,68.629997,68.75,67.629997,68.68,62.993481,1790800
3/23/2015,68.68,69,67.489998,67.489998,61.902008,1173500
3/24/2015,67.199997,67.220001,66.279999,66.980003,61.434254,1127400
3/25/2015,66.889999,66.989998,64.360001,64.599998,59.251308,1346400
3/26/2015,63.919998,64.82,62.77,64.610001,59.260471,1622200
3/27/2015,64.93,65.949997,64.82,65.589996,60.159328,852400
3/30/2015,66.209999,66.639999,65.650002,66.199997,60.718819,761200
3/31/2015,66.129997,66.480003,65.279999,66.18,60.700481,929000
4/1/2015,65.330002,65.589996,63.529999,64,58.700977,1068600
4/2/2015,64.019997,64.809998,62.990002,63.07,57.847977,1220000
4/6/2015,61.950001,63,61.540001,62.400002,57.233452,1728400
4/7/2015,62.130001,63.330002,62.130001,62.759998,57.563644,990900
4/8/2015,63.009998,64.980003,62.919998,64.809998,59.443909,1219000
4/9/2015,64.959999,65.580002,63.669998,64.150002,58.838566,1244500
4/10/2015,64.18,64.769997,63.869999,63.939999,58.645943,804400
4/13/2015,63.759998,65.019997,63.150002,63.330002,58.086464,1233200
4/14/2015,63.200001,63.529999,62.189999,62.529999,57.352699,1175400
4/15/2015,63.200001,63.700001,62.009998,62.02,56.884926,1332100
4/16/2015,62.02,63.560001,61.639999,63.5,58.242382,1599100
4/17/2015,62.900002,63.709999,62.849998,62.970001,57.756268,1419700
4/20/2015,63.369999,63.59,62.509998,63.400002,58.150658,1115900
