Date,Open,High,Low,Close,Adj Close,Volume
1/2/2015,67.739998,68.080002,65.709999,66.339996,66.339996,6215000
1/5/2015,66.870003,67.349998,65.5,66.150002,66.150002,5033400
1/6/2015,66.629997,67,63.110001,64.580002,64.580002,6051700
1/7/2015,64.959999,66.110001,64,65.529999,65.529999,5135000
1/8/2015,65.699997,67.519997,65.410004,66.639999,66.639999,6889500
1/9/2015,66.760002,66.970001,64.900002,65.339996,65.339996,3490300
1/12/2015,66.160004,66.849998,63.84,65.919998,65.919998,5246500
1/13/2015,66.839996,68.260002,65.449997,66.410004,66.410004,6261700
1/14/2015,65.110001,65.540001,62.650002,64.050003,64.050003,6747900
1/15/2015,64.279999,66.029999,63.720001,63.830002,63.830002,6253400
1/16/2015,63.560001,65.75,62.369999,65.75,65.75,8142200
1/20/2015,67.110001,68.540001,65.849998,68.029999,68.029999,9473700
1/21/2015,67.610001,69.459999,66.68,69.209999,69.209999,7082200
1/22/2015,71,73.199997,69.82,72.339996,72.339996,9681200
1/23/2015,72.260002,73.220001,71.510002,73.099998,73.099998,3810200
1/26/2015,72.540001,74.519997,72.309998,73.620003,73.620003,5595300
1/27/2015,72.209999,73.510002,71.610001,71.800003,71.800003,4391600
1/28/2015,72.68,73.800003,70.410004,70.769997,70.769997,4491000
1/29/2015,71.379997,73.790001,70.709999,73.529999,73.529999,6116700
1/30/2015,72.879997,73.519997,68.260002,69.370003,69.370003,8056800
2/2/2015,69.080002,69.379997,65.739998,69.379997,69.379997,9992200
2/3/2015,67.300003,68.970001,66.699997,67.970001,67.970001,8797300
2/4/2015,68.800003,72.230003,68.800003,71.699997,71.699997,6394900
2/5/2015,71.290001,71.349998,68.629997,69.599998,69.599998,5159600
2/6/2015,69.040001,69.330002,67.139999,67.580002,67.580002,6423600
2/9/2015,65.699997,66.669998,63.759998,64.57,64.57,7972300
2/10/2015,65.400002,67.709999,65.230003,67.629997,67.629997,5488300
2/11/2015,68.339996,68.580002,66.57,67.120003,67.120003,4394800
2/12/2015,66.010002,67.550003,64.849998,67.339996,67.339996,4416500
2/13/2015,66.110001,66.589996,65.389999,66.230003,66.230003,4363900
2/17/2015,66.5,67.43,64.720001,64.93,64.93,4447300
2/18/2015,65.900002,66.739998,64.5,66.720001,66.720001,4449300
2/19/2015,68.449997,68.919998,66.040001,66.089996,66.089996,4806200
2/20/2015,66.089996,68.279999,65.519997,68.010002,68.010002,4697100
2/23/2015,69.029999,69.830002,67.980003,68.839996,68.839996,5117000
2/24/2015,67.949997,71.379997,67.269997,70.889999,70.889999,5185600
2/25/2015,70.559998,70.790001,68.669998,68.690002,68.690002,4416900
2/26/2015,69.629997,69.699997,66.389999,67.419998,67.419998,7527400
2/27/2015,67.510002,67.610001,64.709999,65.18,65.18,5823900
3/2/2015,65.18,67.139999,65.18,66.809998,66.809998,5052400
3/3/2015,66.199997,69.040001,66.099998,69,69,6008400
3/4/2015,68.370003,69.129997,67.589996,68.669998,68.669998,4579200
3/5/2015,69.300003,69.309998,67.330002,67.919998,67.919998,3902500
3/6/2015,67.660004,68.309998,66.540001,66.669998,66.669998,2369900
3/9/2015,66.900002,67.470001,65.82,66.150002,66.150002,4611300
3/10/2015,65.769997,65.980003,64.300003,64.610001,64.610001,4079000
3/11/2015,65.050003,66.269997,64.779999,65.970001,65.970001,4881000
3/12/2015,66.190002,67.959999,66.080002,67.739998,67.739998,4361100
3/13/2015,68.019997,69.110001,67.410004,67.57,67.57,4762900
3/16/2015,68.220001,68.919998,67.410004,67.919998,67.919998,4283700
3/17/2015,68.459999,69.25,67.660004,69.089996,69.089996,5052300
3/18/2015,69.32,69.550003,67.550003,68.099998,68.099998,5664400
3/19/2015,68.830002,70.309998,68.190002,70.089996,70.089996,5548500
3/20/2015,69.389999,70.300003,68.860001,69.449997,69.449997,10443600
3/23/2015,69.769997,69.870003,67.5,67.610001,67.610001,5260000
3/24/2015,67.330002,68.419998,66.839996,67.629997,67.629997,4282800
3/25/2015,67.550003,67.57,65.290001,65.559998,65.559998,5417900
3/26/2015,64,65.190002,63.09,64.970001,64.970001,5993100
3/27/2015,65.510002,67.800003,65.510002,67.75,67.75,5121000
3/30/2015,68.25,68.75,67.580002,68.190002,68.190002,3393400
3/31/2015,67.949997,68.099998,66.769997,67.25,67.25,3272400
4/1/2015,65.059998,65.849998,63.75,64.010002,64.010002,7428000
4/2/2015,64.239998,64.540001,61.73,61.880001,61.880001,7559400
4/6/2015,60.639999,61.18,59.470001,60.119999,60.119999,8067700
4/7/2015,60.580002,61.419998,59.290001,59.57,59.57,4870900
4/8/2015,59.849998,61,59.700001,60.549999,60.549999,6791200
4/9/2015,62.259998,62.919998,60.560001,61.16,61.16,8906200
4/10/2015,61.290001,62.16,61,61.049999,61.049999,3731800
4/13/2015,60.57,62,60.400002,61.009998,61.009998,4808900
4/14/2015,60.490002,61,59.639999,60.25,60.25,4807600
4/15/2015,61.650002,61.990002,60.349998,60.990002,60.990002,6011800
4/16/2015,60.950001,62.939999,60.720001,62.200001,62.200001,4452500
4/17/2015,61.689999,62.549999,61.43,61.490002,61.490002,4091200
