,pct_delay,Adj Close
2015-01-05,0.38954468802698144,-0.014254822819899426
2015-01-06,0.23157894736842105,-0.011770936513878394
2015-01-07,0.6116751269035533,0.015314022094099933
2015-01-30,0.01422963689892051,-0.04502582717331771
2015-02-02,0.014361702127659574,-0.008103766161672188
2015-02-03,0.045454545454545456,-0.031788650417128195
2015-02-20,0.00562429696287964,0.022314261004811486
2015-02-26,0.09174311926605505,0.00851202282063257
2015-03-02,0.04299065420560748,0.02812252553157668
2015-03-23,0.18768115942028984,-0.01732676116120646
2015-04-09,0.26303317535545023,-0.010183431913940888
2015-04-20,0.058823529411764705,0.006828522923260971
2015-06-01,0.10419681620839363,0.02243183712300656
2015-06-12,0.05615942028985507,0.027175877294676853
2015-06-19,0.2567049808429119,0.010314253303637777
2015-06-22,0.0032733224222585926,0.024284477833914186
2015-07-08,0.07490974729241877,-0.019573134225824074
2015-07-21,0.2922824302134647,0.010925624807936352
2015-07-27,0.016118200134318333,-0.014575069800450091
2015-07-30,0.015358361774744027,0.005081446725298422
2015-08-13,0.13314711359404097,0.00954923335174751
2015-08-14,0.12335570469798658,0.00644830514228012
2015-08-17,0.16772151898734178,0.023995134149594755
2015-08-20,0.0897626112759644,-0.024447145332145648
2015-08-21,0.008238276299112801,-0.03632456698155595
2015-09-10,0.06387921022067364,-0.005870326070320453
2015-09-17,0.09219858156028368,0.007077003826480022
2015-10-09,0.09895833333333333,0.002111599335157477
2015-10-14,0.03668903803131991,-0.006358074937648173
2015-10-29,0.01841903300076746,0.007713763568728327
2015-10-30,0.013303769401330377,0.006334849787858365
2015-11-10,0.14814814814814814,0.016298290914820823
2015-11-11,0.3203125,-0.012727564368797961
2015-11-12,0.009906759906759906,-0.011473579012191482
2015-12-02,0.06976744186046512,0.006529539593473022
2015-12-15,0.0599250936329588,-0.00024345361483935068
2015-12-21,0.002904162633107454,0.0318950931289812
2016-01-04,0.1673913043478261,-0.026208062314861502
2016-01-05,0.424,-0.01670900626688443
2016-02-24,0.25806451612903225,0.01182286069829308
2016-03-01,0.003386004514672686,0.04289575628880726
2016-03-10,0.696113074204947,-0.012027945430955422
2016-03-15,0.06666666666666667,0.0025064772705605254
2016-03-24,0.0013937282229965157,-0.006533647131922615
2016-03-28,0.007352941176470588,0.011167725703181475
