date,open,high,low,close,adj_close,volume
4/22/2019,87.769997,88.550003,87.150002,87.559998,87.559998,2060600
4/23/2019,87.489998,88.5,87.260002,87.970001,87.970001,2220800
4/24/2019,88.099998,88.959999,87.610001,88.029999,88.029999,2049900
4/25/2019,87.57,89.150002,86.669998,86.860001,86.860001,2152800
4/26/2019,86.559998,88.43,86.489998,87.940002,87.940002,1544900
4/29/2019,88.019997,89.879997,88.019997,89.610001,89.610001,2561900
4/30/2019,89.660004,90.160004,88.639999,88.860001,88.860001,2688200
5/1/2019,89.059998,89.709999,87.779999,87.940002,87.940002,2239600
5/2/2019,88.059998,89.290001,88.010002,88.309998,88.309998,1868600
5/3/2019,88.5,89.059998,88.269997,88.5,88.5,1165000
5/6/2019,87.139999,88.029999,86.519997,87.790001,87.790001,1620400
5/7/2019,86.75,86.760002,84.620003,85.68,85.68,2400000
5/8/2019,85.25,86.089996,84.25,84.639999,84.639999,1900500
5/9/2019,83.839996,84.150002,81.809998,84.120003,84.120003,2329000
5/10/2019,83.5,85.190002,80.989998,84.790001,84.790001,2841900
5/13/2019,83.029999,83.190002,81.440002,82.07,82.07,3908100
5/14/2019,82.260002,83.769997,81.93,83.449997,83.449997,1928500
5/15/2019,82.400002,83.269997,81.330002,82.349998,82.349998,2371000
5/16/2019,82.419998,83.650002,82.050003,82.580002,82.580002,1803300
5/17/2019,82.129997,82.470001,81.230003,81.5,81.5,2857900
5/20/2019,81.389999,82.480003,81,81.739998,81.739998,2355600
5/21/2019,82.5,83.370003,82.419998,82.970001,82.970001,2162600
5/22/2019,82.400002,83,81.699997,81.879997,81.879997,1505800
5/23/2019,81.300003,81.959999,79.769997,80.910004,80.910004,2231100
5/24/2019,81.25,81.75,80.470001,80.790001,80.790001,2266300
5/28/2019,80.5,80.790001,79.660004,79.900002,79.900002,2242100
5/29/2019,79.5,79.529999,78.099998,79.25,79.25,3133100
5/30/2019,79.290001,80.400002,79.040001,79.470001,79.470001,1528900
5/31/2019,78.519997,79.519997,77.400002,77.650002,77.650002,3553800
6/3/2019,77.379997,78.730003,77.349998,77.720001,77.720001,2065200
6/4/2019,78.860001,80.669998,78.550003,80.519997,80.519997,3026500
6/5/2019,80.940002,81.980003,80.489998,81.849998,81.849998,2002500
6/6/2019,83.139999,84.010002,81.93,82.959999,82.959999,2390200
6/7/2019,83.089996,84.849998,83.089996,83.269997,83.269997,1475700
6/10/2019,83.620003,84.540001,82.57,82.669998,82.669998,1697800
6/11/2019,83.339996,83.779999,82.07,82.769997,82.769997,1894400
6/12/2019,82.860001,84.290001,82.839996,83.790001,83.790001,1999800
6/13/2019,84.050003,87.739998,84.050003,87.110001,87.110001,3864900
6/14/2019,87.07,87.910004,86.010002,87.120003,87.120003,1652500
6/17/2019,87.269997,87.559998,86.309998,86.769997,86.769997,1820600
6/18/2019,87.419998,88.660004,87.110001,87.400002,87.400002,1694100
6/19/2019,87.760002,88.879997,87.139999,88.660004,88.660004,2091600
6/20/2019,89.32,89.410004,85.889999,87.139999,87.139999,3261900
6/21/2019,86.309998,88.160004,86.309998,86.720001,86.720001,2461900
6/24/2019,86.779999,87.110001,86.059998,86.550003,86.550003,1507800
6/25/2019,86.629997,87.230003,84.809998,85.059998,85.059998,2480900
6/26/2019,85.379997,85.809998,84.75,85.330002,85.330002,2034700
6/27/2019,85.650002,86.860001,85.129997,86.43,86.43,1394800
6/28/2019,86.660004,87.739998,86.660004,87.550003,87.550003,3025400
7/1/2019,88.839996,89.720001,87.769997,88.449997,88.449997,4016500
7/2/2019,89.209999,90,87.949997,88.870003,88.870003,2237200
7/3/2019,89.139999,91.080002,89.139999,90.669998,90.669998,1647100
7/5/2019,90.389999,90.949997,89.07,90.589996,90.589996,3227300
7/8/2019,90.160004,91.480003,90.099998,90.669998,90.669998,2514600
7/9/2019,90.379997,90.93,89.209999,89.459999,89.459999,3912800
7/10/2019,90.309998,91.07,88.919998,89.510002,89.510002,2395300
7/11/2019,89.510002,90.599998,89,89.480003,89.480003,2262300
7/12/2019,89.699997,91.519997,89.629997,91.230003,91.230003,2894800
7/15/2019,91.599998,92.43,91.150002,91.32,91.32,2388300
7/16/2019,91.809998,94.5,91.800003,93.919998,93.919998,4706100
7/17/2019,94.029999,95.25,92.339996,94.779999,94.779999,6019500
7/18/2019,94.32,95.480003,93.879997,95.279999,95.279999,3299800
7/19/2019,95.379997,96.029999,93.540001,93.830002,93.830002,3360700
7/22/2019,94.07,95.059998,93.769997,93.830002,93.830002,2305100
7/23/2019,94.139999,94.980003,93.75,94.93,94.93,2105100
7/24/2019,94.910004,95.459999,94.239998,95.110001,95.110001,2344400
7/25/2019,94.190002,95.110001,92.959999,93.93,93.93,3196100
7/26/2019,94.019997,94.440002,93.230003,93.360001,93.360001,1684800
7/29/2019,93.440002,94.050003,93.129997,93.440002,93.440002,1957100
7/30/2019,92.830002,93.970001,92.480003,93.93,93.93,1717200
7/31/2019,93.559998,93.82,91.480003,91.910004,91.910004,2125300
8/1/2019,92.029999,93.040001,89.730003,90.489998,90.489998,2518700
8/2/2019,90.010002,90.25,88.830002,89.43,89.43,2281800
8/5/2019,88.879997,88.879997,84.800003,85.589996,85.589996,3721800
8/6/2019,85.910004,86.57,84.970001,85.459999,85.459999,2369900
8/7/2019,84.720001,86.959999,84.029999,86.480003,86.480003,2380100
8/8/2019,86.709999,87.980003,86.589996,87.629997,87.629997,1419900
8/9/2019,87.459999,87.830002,86.099998,86.980003,86.980003,2078700
8/12/2019,86.239998,86.239998,83.949997,84.709999,84.709999,2185000
8/13/2019,84.150002,86.279999,83.529999,84.559998,84.559998,2662800
8/14/2019,83.050003,83.580002,80.779999,81.949997,81.949997,3250500
8/15/2019,82.040001,82.230003,80.830002,81.620003,81.620003,3225800
8/16/2019,82.25,83.309998,81.839996,82.940002,82.940002,2260500
8/19/2019,84.019997,84.93,83.809998,83.889999,83.889999,2268800
8/20/2019,83.650002,84.43,83.209999,84.029999,84.029999,1495000
8/21/2019,84.669998,85.669998,84.629997,85.290001,85.290001,1672600
8/22/2019,85.300003,85.870003,84.690002,85.559998,85.559998,1310100
8/23/2019,85.059998,85.650002,82.220001,82.529999,82.529999,3674600
8/26/2019,83.419998,83.629997,82.449997,83.580002,83.580002,1851400
8/27/2019,84.279999,84.709999,81.75,81.940002,81.940002,2213800
8/28/2019,81.519997,82.989998,81.169998,82.449997,82.449997,2299500
8/29/2019,83.230003,85.129997,83.230003,84.690002,84.690002,4085100
8/30/2019,85.199997,85.68,84.089996,84.309998,84.309998,1928900
9/3/2019,83.639999,83.760002,82.25,83.150002,83.150002,2350100
9/4/2019,83,84.860001,83,83.910004,83.910004,2737800
9/5/2019,84.690002,86.870003,84.690002,85.839996,85.839996,2968900
9/6/2019,86.370003,87.440002,86.199997,86.300003,86.300003,2345100
9/9/2019,86.489998,87.730003,85.910004,87.330002,87.330002,2123100
9/10/2019,87.199997,87.790001,86.610001,87.559998,87.559998,1711700
9/11/2019,87.620003,88.870003,87.169998,88.379997,88.379997,2431500
9/12/2019,88.68,89.830002,88.550003,89.379997,89.379997,2724700
9/13/2019,90.410004,91.839996,89.75,91.349998,91.349998,3000700
9/16/2019,88.300003,90.129997,88.169998,88.760002,88.760002,3438200
9/17/2019,89.379997,91.260002,88.790001,89.980003,89.980003,3553500
9/18/2019,89.699997,90.290001,88.940002,90.230003,90.230003,2153000
9/19/2019,90.349998,90.620003,89.18,89.419998,89.419998,2348800
9/20/2019,89.470001,90.050003,88.919998,89.089996,89.089996,2654900
9/23/2019,88.620003,88.879997,87.419998,88.209999,88.209999,3082500
9/24/2019,88.970001,89.199997,87.510002,88.300003,88.300003,1545100
9/25/2019,88.239998,89.879997,88.239998,89.169998,89.169998,1729500
9/26/2019,89.379997,89.550003,87.769997,88.449997,88.449997,1282400
9/27/2019,88.849998,90.300003,87.82,88.139999,88.139999,1654400
9/30/2019,88.400002,88.980003,87.910004,88.410004,88.410004,1939400
10/1/2019,89.150002,90.190002,87.230003,87.839996,87.839996,2419800
10/2/2019,86,86.849998,82.059998,83.690002,83.690002,4212200
10/3/2019,83.610001,83.610001,80.870003,83.269997,83.269997,2727000
10/4/2019,83.529999,84.470001,83.120003,84.290001,84.290001,1936000
10/7/2019,83.610001,85.260002,83.610001,84.849998,84.849998,2083900
10/8/2019,84.25,86.120003,83.900002,84.690002,84.690002,2548000
10/9/2019,85.739998,87.510002,85.730003,86.459999,86.459999,3124200
10/10/2019,85.389999,87.760002,84.730003,87.339996,87.339996,2701100
10/11/2019,88.519997,89.129997,87.120003,87.150002,87.150002,2455700
10/14/2019,87.110001,87.150002,86.239998,86.970001,86.970001,3421900
10/15/2019,87.279999,88.660004,86.68,87.879997,87.879997,4348500
10/16/2019,89.349998,90.839996,88.220001,89.699997,89.699997,6780700
10/17/2019,90.199997,90.410004,88.93,89.459999,89.459999,2482000
10/18/2019,89.43,90.760002,89.330002,90.089996,90.089996,2722400
10/21/2019,90.489998,91.5,90.489998,90.779999,90.779999,2045100
10/22/2019,90.68,91.050003,89.620003,89.709999,89.709999,1997000
10/23/2019,89.650002,90.169998,88.949997,89.900002,89.900002,1640600
10/24/2019,90.589996,91.510002,89.220001,89.809998,89.809998,2283500
10/25/2019,89.68,91.839996,89.669998,91.639999,91.639999,2218500
10/28/2019,91.830002,92.800003,91.779999,92.190002,92.190002,1841000
10/29/2019,91.879997,92.379997,90.900002,91.029999,91.029999,1552500
10/30/2019,91.050003,91.889999,90.410004,91.669998,91.669998,1694800
10/31/2019,91.120003,91.400002,90.410004,90.839996,90.839996,1997500
11/1/2019,91.650002,92.519997,91.290001,91.650002,91.650002,2248300
11/4/2019,92.309998,92.959999,92.029999,92.389999,92.389999,1905900
11/5/2019,92.629997,93.620003,92.459999,93.120003,93.120003,2624000
11/6/2019,93.419998,93.599998,92.580002,93.339996,93.339996,1179300
11/7/2019,94,95.160004,93.559998,93.800003,93.800003,3014100
11/8/2019,93.809998,93.860001,92.610001,93.440002,93.440002,914900
11/11/2019,92.849998,93.82,92.669998,93.529999,93.529999,1127100
11/12/2019,93.440002,93.879997,92.660004,92.720001,92.720001,1542000
11/13/2019,92.620003,92.980003,92.040001,92.419998,92.419998,1822600
11/14/2019,92.75,92.949997,91.900002,92.519997,92.519997,1051800
11/15/2019,93,93.5,92.32,92.510002,92.510002,1552700
11/18/2019,92.449997,92.790001,91.449997,92.769997,92.769997,1808700
11/19/2019,93.129997,93.720001,92.419998,93.290001,93.290001,1606400
11/20/2019,92.75,93.459999,90.849998,91.699997,91.699997,3133900
11/21/2019,91.879997,92.110001,90.769997,90.970001,90.970001,1630900
11/22/2019,91.099998,91.940002,90.940002,91.779999,91.779999,1440400
11/25/2019,92.110001,93.129997,91.550003,92.519997,92.519997,1941700
11/26/2019,92.480003,92.919998,92.019997,92.760002,92.760002,2042400
11/27/2019,93.059998,93.669998,92.769997,93.050003,93.050003,1602200
11/29/2019,92.800003,93.489998,92.510002,92.800003,92.800003,905800
12/2/2019,93,93.620003,91.440002,91.629997,91.629997,1941600
12/3/2019,90.599998,90.779999,88.5,88.870003,88.870003,3352800
12/4/2019,89.160004,89.809998,88.129997,88.169998,88.169998,2072400
12/5/2019,89.099998,89.330002,87.599998,87.860001,87.860001,1959700
12/6/2019,88.790001,89.5,88.550003,88.580002,88.580002,1485300
12/9/2019,88.489998,88.580002,87.300003,87.610001,87.610001,2160900
12/10/2019,87.580002,87.919998,86.360001,86.510002,86.510002,1994800
12/11/2019,86.470001,87.150002,86.080002,87.019997,87.019997,2418200
12/12/2019,87.699997,89.900002,87.32,88.470001,88.470001,2903600
12/13/2019,88.199997,89.43,87.419998,87.580002,87.580002,1972800
12/16/2019,87.949997,89.459999,87.949997,88.629997,88.629997,2090200
12/17/2019,88.57,89.989998,88.349998,89.360001,89.360001,2218400
12/18/2019,89.5,89.980003,88.360001,88.839996,88.839996,1876900
12/19/2019,89.279999,89.779999,89.050003,89.220001,89.220001,2172500
12/20/2019,89.370003,89.900002,89.050003,89.279999,89.279999,3025900
12/23/2019,89.720001,90.099998,89.279999,89.440002,89.440002,1905900
12/24/2019,89.459999,89.629997,88.660004,89.150002,89.150002,771100
12/26/2019,89.300003,89.720001,88.800003,89.260002,89.260002,1039700
12/27/2019,89.309998,89.389999,88.010002,88.370003,88.370003,1402100
12/30/2019,88.510002,88.860001,87.510002,87.959999,87.959999,1799900
